Afbeeldingen;Categorieën;Naam;Prijs;Beschrijving
https://www.coureurlocal.be/wp-content/uploads/2021/01/metro-kaki-300x300.png;Stads-, Toerfietsen;Metro plooifiets;479,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/11/Thule-VeloCompact-2-7-pin-300x300.png;Accessoires;Thule VeloCompact 2 7-pin;479,00;De Thule VeloCompact 2 7-pin is een compacte en lichte fietsendrager voor dagelijks gebruik (voor 2 fietsen). Zet de fietsen vast op de fietsendrager en de fietsendrager op de trekhaak (inclusief sloten)
https://www.coureurlocal.be/wp-content/uploads/2019/01/boulevard-heer-300x300.png;Stads-, Toerfietsen;Boulevard 18 versn;479,00;Retro fiets met bruin zadel en bruine handvatten, 18 versnellingen Shimano Tourney Revoshift en batterijverlichting. De fiets heeft een pakdrager vooraan met mand. Verkrijgbaar in créme, groen, blauw en zwart.
https://www.coureurlocal.be/wp-content/uploads/2019/01/boulevard-blauw-300x300.png;Stads-, Toerfietsen;Boulevard 18 versn;479,00;Retro fiets met bruin zadel en bruine handvatten, 18 versnellingen Shimano Tourney Revoshift en batterijverlichting. De fiets heeft een pakdrager vooraan met mand. Verkrijgbaar in créme, groen, blauw en zwart.
https://www.coureurlocal.be/wp-content/uploads/2022/03/deed-27-bl-300x300.png;Mountainbike;Deed Hoop 27,5″;479,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/12/xtc-jr-20-300x300.png;Kinderen;Giant XTC jr 20″;469,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/people-heer-zw-300x300.png;Stads-, Toerfietsen;People;459,00;Modieuze fiets met origineel spaakpatroon en 7 versnellingen.
https://www.coureurlocal.be/wp-content/uploads/2019/12/people-wit-titaan-300x300.png;Stads-, Toerfietsen;People;459,00;Modieuze fiets met origineel spaakpatroon en 7 versnellingen.
https://www.coureurlocal.be/wp-content/uploads/2019/01/boulevard-heer-300x300.png;Stads-, Toerfietsen;Boulevard 6 versn;459,00;"Retro fiets voor jonge meisjes. Met bruin zadel en bruine handvatten, 6 versnellingen Shimano Tourney Revoshift en batterijverlichting.
Kaderhoogte: 46 cm"
https://www.coureurlocal.be/wp-content/uploads/2019/01/boulevard-groen-300x300.png;Stads-, Toerfietsen;Boulevard 6 versn;459,00;"Retro fiets voor jonge meisjes. Met bruin zadel en bruine handvatten, 6 versnellingen Shimano Tourney Revoshift en batterijverlichting.
Kaderhoogte: 46 cm"
https://www.coureurlocal.be/wp-content/uploads/2019/06/Cyclo-605-300x300.png;Fietsnavigatie;Mio Cyclo 605 HC;450,00;Tilt je fietstocht naar een hoger niveau met deze Mio Cyclo 605 HC. De mogelijkheden zijn grenzeloos. Alles wat je nodig hebt om je prestaties te verbeteren en jezelf te motiveren, en dat alles in één stijlvol ontwerp. Monitor je ritten en hartslag zodat je bij elke rit niet alleen je prestatie kan aflezen, maar die ook kan verbeteren.
https://www.coureurlocal.be/wp-content/uploads/2022/03/deed-hoop-26-geel-300x300.png;"26"" +";Deed Hoop 26″;449,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/11/mozia-24-300x300.png;Kinderen;Lombardo Mozia 24″;449,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/lotus-300x300.png;Mountainbike;Lotus 27,5″;429,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/bellaria-wit-300x300.png;Stads-, Toerfietsen;Bellaria;425,00;Damesfiets, 28 inch, 7 versnellingen, verkrijgbaar in verschillende kaderhoogtes.
https://www.coureurlocal.be/wp-content/uploads/2022/03/rookie-24-wit-300x300.png;Kinderen;Deed Rookie 24″;399,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/roubaix-26-300x300.png;"26"" +";Roubaix 26″;399,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/rookie-24-groen-300x300.png;Kinderen;Deed Rookie 24″;399,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/roubaix-24-300x300.png;Kinderen;Roubaix 24″;389,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/02/garmin-venu-300x300.jpg;Fietsnavigatie;Garmin Venu GPS Smartwatch;380,00;De Garmin Venu Smartwatch is een heldere, krachtige GPS smartwatch met enorm veel functies: meer gezondheidsgegevens, afspeellijsten, workouts, energiebewaking, zuurstofsaturatie, stresstracking, ademhaling, slaapcontrole, hartslagmeter, ingebouwde sportapps…
https://www.coureurlocal.be/wp-content/uploads/2022/12/retro-blauw-300x300.png;"26"" +";Retro 26″;375,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/06/Cyclo-405-HC-300x300.png;Fietsnavigatie;Mio Cyclo 405 HC;370,00;HC = met hartslagmeter
https://www.coureurlocal.be/wp-content/uploads/2021/01/kangaroo-zwart-300x300.png;Stads-, Toerfietsen;Kangaroo plooifiets;369,00;De plooifiets Kangaroo heeft een stalen kader, 6 versnellingen Shimano Revoshift en opklapbare pedalen. De afmetingen in gevouwen toestand: L 75cm, B 40cm, H 75cm..
https://www.coureurlocal.be/wp-content/uploads/2019/12/honolulu-zwart-heer-300x300.png;Stads-, Toerfietsen;Honolulu beachcruiser;369,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/honolulu-blauw-300x300.png;Stads-, Toerfietsen;Honolulu beachcruiser;369,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/rookie-20-roos-300x300.png;Kinderen;Deed Rookie 20″;365,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/12/retro-groen-300x300.png;Kinderen;Retro 24″;365,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/rookie-20-blauw-300x300.png;Kinderen;Deed Rookie 20″;365,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/01/Deed-Rookie-206-20-300x300.png;Kinderen;Deed Rookie 20″;365,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/04/fleur-wit-24-300x300.png;Kinderen;Fleur 24″;359,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/11/lombardo-tropea-zwart-300x300.png;Kinderen;Lombardo Tropea 24″;359,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/12/retro-blauw-300x300.png;Kinderen;Retro 22″;349,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/agora-zwart-300x300.png;Stads-, Toerfietsen;Agora;349,00;Deze Agora is nieuw in damesmodel. 6 versnellingen. Verkrijgbaar in 3 kleuren.
https://www.coureurlocal.be/wp-content/uploads/2019/12/roubaix-20-300x300.png;Kinderen;Roubaix 20″;349,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/12/retro-groen-300x300.png;Kinderen;Retro 20″;339,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/central-park-bl-300x300.png;Stads-, Toerfietsen;Central Park;325,00;De Central Park heeft bruine handvatten en een bruin zadel. Inclusief mandje vooraan.
https://www.coureurlocal.be/wp-content/uploads/2019/12/agora-groen-300x300.png;"26"" +";Agora 26″;335,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/rookie-20-blauw-300x300.png;Kinderen;Deed Rookie 20″;329,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/rookie-20-roos-300x300.png;Kinderen;Deed Rookie 20″;329,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/storm-22-300x300.png;Kinderen;Storm 24″;329,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/11/sestriere-grijs-300x300.png;Mountainbike;Sestriere 130 27,5″;329,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/fleur-20-wit-300x300.png;Kinderen;Fleur 20″;329,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/storm-22-300x300.png;Kinderen;Storm 22″;325,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/instinct-geel-300x300.png;Kinderen;Instinct 20″;325,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/storm-20-300x300.png;Kinderen;Storm 20″;299,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/hondenkar-groot-300x300.png;Accessoires;Hondenkar;299,00;"Speciaal voor hondenvervoer, verstevigd stalen kader, met extra kijkopening aan de bovenzijde, met extra grondsteun, opvouwbaar, 20” wielen.
Max. laadgewicht: 36 kg"
https://www.coureurlocal.be/wp-content/uploads/2022/03/deed-rookie-16-zwart-300x300.png;Eerste Fietsjes;Deed Rookie 16″;299,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/deed-rookie-16-blauw-300x300.png;Eerste Fietsjes;Deed Rookie 16″;299,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/deed-rookie-16-roos-300x300.png;Eerste Fietsjes;Deed Rookie 16″;299,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/01/Mariposa-300x300.png;Kinderen;Mariposa 20″;299,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/06/Cyclo-405-HC-300x300.png;Fietsnavigatie;Mio Cyclo 400;290,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/storm-22-300x300.png;Kinderen;Storm 26″;289,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/cedric-24-zw-300x300.png;Kinderen;Cedric 24″;269,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/rock-zwart-300x300.png;Kinderen;Rock BMX 20″;269,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/hondenkar-klein-300x300.png;Accessoires;Hondenkar klein;269,00;"Deze mini hondenkar is ombouwbaar naar een buggy, speciaal voor hondenvervoer. Met verstevigd stalen kader. Opvouwbaar.
Max. laadgewicht: 15 kg"
https://www.coureurlocal.be/wp-content/uploads/2021/01/kick-300x300.png;Kinderen;Kick BMX 20″;265,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/celine-blauw-300x300.png;Kinderen;Celine 24″;265,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/06/Cyclo-215-1-300x300.png;Fietsnavigatie;Mio Cyclo 215 HC;260,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/03/cedric-20-300x300.png;Kinderen;Cedric 20″;249,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/volt-20-300x300.png;Kinderen;Volt 20″;249,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/celine-roos-300x300.png;Kinderen;Celine 20″;239,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/12/mariposa-16-300x300.png;Eerste Fietsjes;Mariposa 16″;239,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/volt-18-300x300.png;Eerste Fietsjes;Volt 18″;239,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/04/Garmin-edge-520-plus-300x300.png;Fietsnavigatie;Garmin Edge 520 Plus;230,00;Met Garmin Edge 520 Plus kan je slimmer trainen en nieuwe routes ontdekken. Deze fietscomputer beschikt over geïntegreerde, geavanceerde navigatie en uitdagingen, een helder kleurenscherm, vooraf geladen Strava Live Segments en de Garmin fietskaart met gesproken afslag-voor-afslag aanwijzingen.
https://www.coureurlocal.be/wp-content/uploads/2019/01/Baffie-12-300x300.png;Eerste Fietsjes;Baffy 14″;229,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/01/Baffie-12-300x300.png;Eerste Fietsjes;Baffy 12″;225,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/kick-300x300.png;Eerste Fietsjes;Kick BMX 18″;215,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/11/giant-charge-elite-gray-black-300x300.png;Giant Gear, Fietskledij;Giant Charge Elite mountainbike schoenen;200,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2019/06/Cyclo-215-300x300.png;Fietsnavigatie;Mio Cyclo 210;200,00;HC = hartslagmeter
https://www.coureurlocal.be/wp-content/uploads/2019/02/gamechanger-blauw-300x300.png;Accessoires;Helm Abus Aero-helm GameChanger;200,00;De Abus GameChanger is de ultieme aero helm voor zij die de allerhoogste eisen stellen, zoals profwielrenners. Aerodynamica opnieuw gedefinieerd. De unieke stromingspatronen zijn ontwikkeld in nauw overleg met de profs van het Movistar Team met als doel de natuurlijke vijand van de wielrenner, de tegenwind, te verslaan
https://www.coureurlocal.be/wp-content/uploads/2019/02/Abus-Pedelec-Ace-2.0-300x300.png;Accessoires;Helm Abus Pedelec 2.0 Ace;200,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/volt-16-300x300.png;Eerste Fietsjes;Volt 16″;199,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/kick-300x300.png;Eerste Fietsjes;Kick BMX 16″;199,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/01/coureur-local-lucca-winterjas-300x300.png;Giant Gear, Fietskledij;Lucca winterjas Coureur Local;160,00;De Lucca winterjas is niet alleen luxueus en stijlvol. Hij is ook waterdicht en zeer ademend zodat je droog blijft in de meest uiteenlopende temperaturen en omstandigheden. Het is van hoogwaardige kwaliteit, merk Bodhi. Korting voor teamleden.
https://www.coureurlocal.be/wp-content/uploads/2019/09/Odette-op-grassy-green-300x300.jpg;Eerste Fietsjes;Foxrider;159,00;De klassieke driewieler werd heruitgevonden met een retro touch. De foxrider is verkrijgbaar in Vintage Blue, Vintage Pink, Black, White, Grassy Green, Sunny Yellow en (nieuwe kleur!) Rosy Red.
https://www.coureurlocal.be/wp-content/uploads/2020/11/giant-comp-zwart-300x300.png;Giant Gear, Fietskledij;Giant Surge Comp raceschoenen;150,00;De nieuwe Giant Surge comp raceschoenen hebben een iets comfortabeler pasvorm, betere prestaties op beklimmingen, in de sprint of het verleggen van je grenzen tijdens lange ritten op de weg. Dat is wat je kunt verwachten van de nieuwe Surge Comp. De Giant Dynamic Cycling Fit combineert onze MES met een QuickFit bovenwerk voor een onverslaanbaar comfort, krachtoverdracht en prestaties.
https://www.coureurlocal.be/wp-content/uploads/2020/11/liv-macha-zwart-300x300.png;Giant Gear, Fietskledij;Liv Macha raceschoenen;150,00;"Deze Liv Macha raceschoenen hebben volgende eigenschappen:



Injection molded TPU elements in both heel and toe help protect the nylon composite ExoBeamTM plate from wear while off the bike
Liv’s Motion Efficiency System nylon composite outsole (30% glass fiber, 70% nylon) —keeps the forefoot stiff while enabling torsional movement of the rear and mid foot
Specially developed last increases motion efficiency and relaxed fit
Highest quality upper material offers excellent support, comfort and ventilation at extremely low weight
On-the-fly micro-adjustment Boa® Fit System integrated with ExoWrapTM technology offers unsurpassed fit and support
Breathable TransTextura PlusTM sockliner lets heat escape and keeps feet feeling fresh"
https://www.coureurlocal.be/wp-content/uploads/2020/11/stormchaser-flipflop-purple-300x300.png;Accessoires;Helm Abus Stormchaser;150,00;De Abus StormChaser past met zijn eigenschappen bij elke race: van wegwedstrijden en cyclocross tot ambitieuze wedstrijden. De helm weegt weinig, is uiterst comfortabel, uitstekend geventileerd en verkrijgbaar in vele moderne kleuren.
https://www.coureurlocal.be/wp-content/uploads/2020/08/groepsfoto-coureur-local-300x300.png;Giant Gear, Fietskledij;Fietstenue Coureur Local;150,00;Het fietstenue van Coureur Local bestaat uit een Golden Eye shirt en een Black Eye luxe broek. Het is van hoogwaardige kwaliteit, merk Bodhi. Korting voor teamleden.
https://www.coureurlocal.be/wp-content/uploads/2021/02/giant-pre-oranje-300x300.png;Eerste Fietsjes;Giant loopfiets;150,00;Deze Giant Pre push bike is een kwalitatieve loopfiets. Deze Giant Pre is de start van vele avonturen op twee wielen! Lichtgewicht! 12″
https://www.coureurlocal.be/wp-content/uploads/2020/04/thule-yepp-nexxt-maxi-zwart-300x300.png;Accessoires;Thule Yepp Nexxt Maxi;150,00;De Thule Yepp Nexxt Maxi is een licht en veilig fietszitje, voor montage op de bagagedrager, met een eigentijds ontwerp dat hoogwaardig comfort voor je kind biedt.
https://www.coureurlocal.be/wp-content/uploads/2019/02/pedelec-2.0-zwart-300x300.png;Accessoires;Helm Abus Pedelec 2.0;140,00;Met de Pedelec 2.0 biedt Abus een fietshelm die voldoet aan de hoge veiligheidseisen. Met zijn diepe slaap- en nekbescherming en het heldere, oplaadbare achterlicht biedt de helm extra veiligheid.
https://www.coureurlocal.be/wp-content/uploads/2020/11/aventor-zwart-300x300.png;Accessoires;Helm Abus Aventor;130,00;De Abus Aventor is de ideale bescherming voor je hoofd tijdens sportprestaties op de fiets. Hij zorgt voor voldoende ventilatie met 3 luchtin- en 7 luchtuitgangen.
https://www.coureurlocal.be/wp-content/uploads/2020/01/B-safe-300x300.png;Accessoires;Fietsrugzak Basil B-Safe Backpack Nordlicht;130,00;"De Basil B-Safe Backpack Nordlicht is een moderne rugzak met allerlei slimme functies. Inclusief waterdichte regenhoes ter bescherming van je spullen. De LED-verlichting aan de voorzijde van de tas (Nordlicht Technology) zorgt voor extra veiligheid.

Volume: 18 l"
https://www.coureurlocal.be/wp-content/uploads/2021/04/thule-yepp-nexxt-mini-mint-green.JPG-300x300.png;Accessoires;Thule Yepp Nexxt Mini;130,00;De Thule Yepp Nexxt Mini is een licht en stijlvol fietszitje, voor montage aan het stuur, met slim ontwerp. Zet je kind zeer snel, gemakkelijk en handig vast met de magnetische kindveilige gesp
https://www.coureurlocal.be/wp-content/uploads/2020/11/recon-HL-1800-300x300.png;Giant Gear, Fietskledij;Giant Recon HL 1800;120,00;"Smart Mode light sensor monitors ambient light to adjust light output accordingly
Pairs with Garmin series computers via ANT+ to see battery information and light mode on screen (HL1800 only) 
ANSI certified lumens and run time
Focused optics with side light design for over 270-degrees of visibility
Heat-dissipating CNC-machined aluminum casing
Power status indicator alerts remaining run-time before powering off
Includes adjustable GoPro mount"
https://www.coureurlocal.be/wp-content/uploads/2022/03/volare-autoped-zw-ro-16-300x300.png;Kinderen;Volare autoped;115,00;Volare autoped 16 inch
https://www.coureurlocal.be/wp-content/uploads/2022/03/volare-autoped-16-300x300.png;Kinderen;Volare autoped;115,00;Volare autoped 16 inch
https://www.coureurlocal.be/wp-content/uploads/2021/01/coureur-local-broek-lang-300x300.png;Giant Gear, Fietskledij;Broek lang Coureur Local;110,00;De 4-way stretch stoffen bieden ademend vermogen en een dynamisch bewegingsbereik, ideaal voor de koudere maanden van het jaar. Onderaan is er een rits voor het gebruiksgemak. Het is van hoogwaardige kwaliteit, merk Bodhi. Korting voor teamleden.
https://www.coureurlocal.be/wp-content/uploads/2020/10/basil-soho-300x300.png;Accessoires;Fietsrugzak Basil SoHo Nordlicht;110,00;"De Basil SoHo fietsrugzak Nordlicht is een moderne rugzak speciaal uitgerust voor woon-werkverkeer. De tas is volledig waterdicht.
Volume: 17 l"
https://www.coureurlocal.be/wp-content/uploads/2020/11/giant-transmit-300x300.png;Giant Gear, Fietskledij;Giant Transmit mountainbike schoenen;100,00;"De Giant Transmit mountainbike schoenen hebben volgende eigenschappen:
 

Fully integrated nylon/glass fiber MES ExoBeam midsole plate combines pedaling stiffness with flexibility for increased comfort, and stability on rough trails
High traction, one-piece rubber sole for maximum grip on slippery terrain
New ratchet buckle with rock shield and two injected hook-and-loop straps for easy on-the-fly adjustments
Reversed front strap for improved comfort
Reinforced toecap for added protection"
https://www.coureurlocal.be/wp-content/uploads/2020/11/giant-Phase-2-schoenen-300x300.png;Giant Gear, Fietskledij;Giant Phase 2 raceschoenen;100,00;De nieuwe Giant Phase 2 raceschoenen zorgen met de combinatie van de ForceDrive nylon zool en het QuickFit systeem voor een optimale efficientie en comfort.
https://www.coureurlocal.be/wp-content/uploads/2020/01/urban-dry-300x300.png;Accessoires;Fietsrugzak Basil Urban Dry Backpack;100,00;"De Basil Urban Dry fietsrugzak is een rugzak en fietstas in één! Deze zwarte rugtas is 100% waterdicht en bevestig je met het Hook-On systeem eenvoudig aan je bagagedrager (ook E-bikes).
Volume: 18 l"
https://www.coureurlocal.be/wp-content/uploads/2021/01/coureur-local-shirt-lange-mouw-300x300.png;Giant Gear, Fietskledij;Shirt lang Coureur Local;95,00;Black Eye shirt lange mouw, ideaal voor (late) herfst en vroege lente. Het is van hoogwaardige kwaliteit, merk Bodhi.
https://www.coureurlocal.be/wp-content/uploads/2019/01/fietstas-monte-grappa-300x300.png;Accessoires;Dubbele fietstas Monte Grappa;95,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/11/urban-I-3.0-jade-green-300x300.png;Accessoires;Helm Arbus Urban-I 3.0;90,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2020/04/viantor-wit-300x300.png;Accessoires;Helm Abus Viantor;90,00;Voor een hoge mate van veiligheid beschikt de Abus Viantor over de in het EPS geïntegreerde ActiCage-structuurversterking. Dit biedt de drager een maximale bescherming bij optimale ventilatie en het hoogste comfort. Met de ActiCage kunnen ventilatieopeningen in de helm groot uitvallen, zonder dat de helm de noodzakelijke veiligheid verliest.
https://www.coureurlocal.be/wp-content/uploads/2020/01/miles-daypack-nordlicht-300x300.png;Accessoires;Fietsrugzak Basil Miles Daypack Nordlicht;90,00;"De Basil Miles Daypack is een waterdichte fietstas voor achterop met Hook-On System, reflectiedetails en binnenvoering. Je gebruikt de tas als fietstas, maar ook als schoudertas of rugzak. De LED-verlichting aan de voorzijde van de tas (Nordlicht Technology) zorgt voor extra veiligheid.

Volume: 17 l"
https://www.coureurlocal.be/wp-content/uploads/2019/04/miles1-300x300.png;Accessoires;Fietstas Basil dubbele tas Miles;90,00;"De Basil Miles Double Bag is een dubbele fietstas voor een dames- of herenfiets. De fietstassen zijn niet alleen stijlvol, maar beschikken ook over een sportieve uitstraling.
Volume: 17 x 2 = 34 l"
