Afbeeldingen;Categorieën;Naam;Prijs;Beschrijving
https://www.coureurlocal.be/wp-content/uploads/2021/12/langma-advanced-disc-1-1-300x300.png;Racefiets;Liv Langma Advanced disc 1+;3 499,00;De Liv Langma Advanced Disc heeft een nieuw ontworpen lichtgewicht aerodynamisch frame en geïntegreerde schijfremmen, plus specifiek Liv zadel en stuur voor een optimale pasvorm en krachtige prestaties.
https://www.coureurlocal.be/wp-content/uploads/2021/12/tcr-advanced-pro-disc-2-300x300.png;Racefiets;Giant TCR Advanced Pro Disc 2;3 499,00;In het klimmen, sturen en dalen ervaar je de ongeëvenaarde prestaties van de Giant TCR Advanced Pro Disc. Dit model brengt het fietsen in zowel de bergen als op het vlakke naar een hoger niveau dankzij het lichte, stijve frame en de aero-vormige buizen.
https://www.coureurlocal.be/wp-content/uploads/2021/11/tcr-advanced-disc-1-300x300.png;Racefiets;Giant TCR Advanced Disc 1+;3 499,00;Trainen, koersen, tot het uiterste gaan. Of je nu demarreert of alles geeft om je persoonlijke records te verbeteren, de nieuwe Giant TCR Advanced Disc is de ideale fiets. Beide kleuren in winkel!
https://www.coureurlocal.be/wp-content/uploads/2021/12/vall-E1-300x300.png;E-Mountainbike;Liv Vall E+ 1;3 499,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2023/01/dailytour-E-1-dames-300x300.png;E-bike;Giant Dailytour E+ 1 Dash;3 449,00;Met de geïntegreerde accu, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2023/01/dailytour-E-1-heren-300x300.png;E-bike;Giant Dailytour E+ 1 Dash;3 449,00;Met de geïntegreerde accu, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2021/12/dailytour-E-2-BD-indigo-300x300.png;E-bike;Giant Dailytour E+ 2 BD Dash;3 399,00;Met de geïntegreerde accu, onderhoudsvriendelijke riem, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2021/12/dailytour-E-2-BD-panther-heer-300x300.png;E-bike;Giant Dailytour E+ 2 BD Dash;3 399,00;Met de geïntegreerde accu, onderhoudsvriendelijke riem, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2022/03/allure-E-2-desert-savage-300x300.png;E-bike;Liv Allure E+ 2;3 399,00;De Live Allure E+ combineert comfort en genot. Deze elegante e-bike heeft een lage instap, een ‘rechtop’ rijpositie en brede banden.
https://www.coureurlocal.be/wp-content/uploads/2021/11/xtc-advanced-29-15-300x300.png;Mountainbike;Giant XTC Advanced 29 1,5;3 399,00;Deze lichtgewicht carbon hardtail is een geweldige keuze voor razendsnelle XC ritten. Deze Giant XTC Advanced zorgt voor een responsieve rijkwaliteit en maximale efficiëntie op snelle, flowy singletracks.
https://www.coureurlocal.be/wp-content/uploads/2021/12/dailytour-E-3-D-heer-300x300.png;E-bike;Giant Dailytour E+ 3 D;3 299,00;Met de geïntegreerde accu, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2021/12/dailytour-E-3-D-300x300.png;E-bike;Giant Dailytour E+ 3 D;3 299,00;Met de geïntegreerde accu, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2021/12/dailytour-E2-zwart-300x300.png;E-bike;Giant Dailytour E+ 2;3 299,00;Met de geïntegreerde accu, onderhoudsvriendelijke riem, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2021/12/dailytour-E-2-heer-300x300.png;E-bike;Giant Dailytour E+ 2;3 299,00;Met de geïntegreerde accu, onderhoudsvriendelijke riem, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2021/11/Fathom-E-2-300x300.png;E-Mountainbike;Giant Fathom E+ 2;3 299,00;Neem de controle over de trails met deze vette, nieuwe hardtail e-bike. Nu kan je gemakkelijker klimmen en verder rijden, de perfecte formule voor een machtige dag op de trails.
https://www.coureurlocal.be/wp-content/uploads/2021/12/vall-E-2-300x300.png;E-Mountainbike;Liv Vall E+ 2;3 299,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2023/01/raleigh-stoker-dame-300x300.png;E-bike;Raleigh Stoker;3 199,00;De Raleigh Stoker heeft een Bosch middenmotor en batterij van 500 Wh.
https://www.coureurlocal.be/wp-content/uploads/2021/12/dailytour-E-2-heer-300x300.png;E-bike;Giant Dailytour E+ 2 Dash;3 199,00;Met de geïntegreerde accu, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2021/12/dailytour-E2-zwart-300x300.png;E-bike;Giant Dailytour E+ 2 Dash;3 199,00;Met de geïntegreerde accu, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2021/12/dailytour-E-3-D-300x300.png;E-bike;Giant Dailytour E+ 3 D Dash;3 199,00;Met de geïntegreerde accu, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2021/12/dailytour-E-3-D-heer-300x300.png;E-bike;Giant Dailytour E+ 3 D Dash;3 199,00;Met de geïntegreerde accu, automatische ondersteuning en luxe kleurendisplay is het zalig om met de Giant DailyTour E+ op pad te gaan. De veelzijdige en praktische e-bike is ideaal voor dagelijks gebruik en voor langere fietstochten.
https://www.coureurlocal.be/wp-content/uploads/2020/08/intrigue-2021-300x300.png;Mountainbike;Liv Intrigue 29 2 2021;3 199,00;De gloednieuwe Liv Intrigue 29 heeft een ruig randje want ze is gebouwd om hard te scheuren over technische singletracks en agressieve afdalingen.
https://www.coureurlocal.be/wp-content/uploads/2022/05/achielle-omer-300x300.png;E-bike;Achielle Odiel;3 160,00;Voor de Achielle Odiel haalde Achielle zijn inspiratie uit de brommers en motors van begin vorige eeuw.  De Odiel is uitgerust met Shimano Steps Middenmotor. De Odiel geeft een goede ondersteuning en een groot bereik. De Achielle Odiel is beschikbaar in verschillende kleuren, vanaf € 3160. Je kan alle kleuren zien bij Coureur Local.
https://www.coureurlocal.be/wp-content/uploads/2020/11/explore-E-2-heer-300x300.png;E-bike;Giant Explore E+ 2;3 149,00;De Giant Explore E+ heeft een ALUXX aluminium frame en een SyncDrive Sport motor. Samengevoegd biedt dat geweldige stuureigenschappen en een soepele acceleratie op diverse soorten wegdek. De bredere tubeless banden zorgen voor comfort en stabiliteit. De geïntegreerde accu heeft een vermogen van 500 Wh.
https://www.coureurlocal.be/wp-content/uploads/2020/11/explore-E-2-300x300.png;E-bike;Giant Explore E+ 2;3 149,00;De Giant Explore E+ heeft een ALUXX aluminium frame en een SyncDrive Sport motor. Samengevoegd biedt dat geweldige stuureigenschappen en een soepele acceleratie op diverse soorten wegdek. De bredere tubeless banden zorgen voor comfort en stabiliteit. De geïntegreerde accu heeft een vermogen van 500 Wh.
https://www.coureurlocal.be/wp-content/uploads/2022/04/i-mn7.2-jet-black-man-300x300.png;E-bike;QWIC Premium i MN7.2;2 849,00;De QWIC Premium i MN7 valt op vanwege de luxe uitstraling en de volledig in het frame geïntegreerde accu. De Premium i is een e-bike voor de fietser met oog voor detail, zonder in te boeten aan kwaliteit en comfort. Hij is uitgerust met de alom geprezen Bafang middenmotor M300 met rotatiesensor. De e-bike is verkrijgbaar in verschillende maten.
https://www.coureurlocal.be/wp-content/uploads/2022/04/i-mn7.2-lilac-dame-300x300.png;E-bike;QWIC Premium i MN7.2;2 849,00;De QWIC Premium i MN7 valt op vanwege de luxe uitstraling en de volledig in het frame geïntegreerde accu. De Premium i is een e-bike voor de fietser met oog voor detail, zonder in te boeten aan kwaliteit en comfort. Hij is uitgerust met de alom geprezen Bafang middenmotor M300 met rotatiesensor. De e-bike is verkrijgbaar in verschillende maten.
https://www.coureurlocal.be/wp-content/uploads/2021/12/langma-advanced-disc-1-300x300.png;Racefiets;Liv Langma Advanced disc 1;3 099,00;De Liv Langma Advanced Disc heeft een nieuw ontworpen lichtgewicht aerodynamisch frame en geïntegreerde schijfremmen, plus specifiek Liv zadel en stuur voor een optimale pasvorm en krachtige prestaties.
https://www.coureurlocal.be/wp-content/uploads/2021/11/tcr-advanced-disc-1-black-chrome-300x300.png;Racefiets;Giant TCR Advanced Disc 1;3 099,00;Trainen, koersen, tot het uiterste gaan. Of je nu demarreert of alles geeft om je persoonlijke records te verbeteren, de nieuwe Giant TCR Advanced Disc is de ideale fiets. Beide kleuren in winkel!
https://www.coureurlocal.be/wp-content/uploads/2021/03/qwic-mn7d-khaki-heer-300x300.png;E-bike;QWIC Premium MN7D+;2 849,00;Gemak en comfort staan voorop in de QWIC Premium Serie. Met de vernieuwde QWIC Premium MN7D+ voegt QWIC daar kwaliteit en luxe aan toe door de hydraulische schijfremmen en het vernieuwde full colour display. De Premium Serie brengt al jaren award- en testwinnaars voort.
https://www.coureurlocal.be/wp-content/uploads/2021/03/qwic-mn7d-khaki-300x300.png;E-bike;QWIC Premium MN7D+;2 849,00;Gemak en comfort staan voorop in de QWIC Premium Serie. Met de vernieuwde QWIC Premium MN7D+ voegt QWIC daar kwaliteit en luxe aan toe door de hydraulische schijfremmen en het vernieuwde full colour display. De Premium Serie brengt al jaren award- en testwinnaars voort.
https://www.coureurlocal.be/wp-content/uploads/2020/11/explore-E-2-heer-300x300.png;E-bike;Giant Explore E+ 2 Dash;3 049,00;De Giant Explore E+ heeft een ALUXX aluminium frame en een SyncDrive Sport motor. Samengevoegd biedt dat geweldige stuureigenschappen en een soepele acceleratie op diverse soorten wegdek. De bredere tubeless banden zorgen voor comfort en stabiliteit. De geïntegreerde accu heeft een vermogen van 500 Wh.
https://www.coureurlocal.be/wp-content/uploads/2020/11/explore-E-2-300x300.png;E-bike;Giant Explore E+ 2 Dash;3 049,00;De Giant Explore E+ heeft een ALUXX aluminium frame en een SyncDrive Sport motor. Samengevoegd biedt dat geweldige stuureigenschappen en een soepele acceleratie op diverse soorten wegdek. De bredere tubeless banden zorgen voor comfort en stabiliteit. De geïntegreerde accu heeft een vermogen van 500 Wh.
https://www.coureurlocal.be/wp-content/uploads/2022/12/propel-advanced-2-300x300.png;Racefiets;Giant Propel Advanced 2;2 999,00;Deze Giant Propel Advanced wegmachine is opnieuw ontworpen zodat jij kan winnen van de wind en je zo leiden tot de grootste overwinningen.
https://www.coureurlocal.be/wp-content/uploads/2021/12/avail-advanced-1-300x300.png;Racefiets;Liv Avail Advanced 1;2 949,00;De Liv Avail Advanced is licht, comfortabel en specifiek ontworpen voor dames.
https://www.coureurlocal.be/wp-content/uploads/2021/11/defy-advanced-1-300x300.png;Racefiets;Giant Defy Advanced 1;2 949,00;Deze soepelrijdende endurance racefiets is speciaal gebouwd om jou comfortabel te laten rijden tijdens langeafstandsritten op alle soorten wegen. De Giant Defy Advanced is licht, efficiënt en supersnel.
https://www.coureurlocal.be/wp-content/uploads/2019/02/achielle-Annette-300x300.jpg;E-bike;Achielle Annette;2 949,00;In tegenstelling tot de rest van het gamma van Achielle is de Annette een e-bike met een vaste configuratie, beschikbaar in een beperkt aantal kleuren (Mat Zwart, Turquoise, Creambeige, Olijfgrijs, Staalgrijs). Je hebt de keuze tussen een accu van 400 Wh (€ 2949) of een accu van 500 Wh (€ 3144).
https://www.coureurlocal.be/wp-content/uploads/2021/12/revolt-advanced-2-panther-300x300.png;Gravel, Cross, Adventure;Giant Revolt Advanced 2;2 899,00;Waar je ook wilt rijden, deze gravelbike kan het allemaal aan! De Giant Revolt Advanced is functioneler dan ooit dankzij zijn nieuwe carbon frameset en verstelbare wielbasis.
https://www.coureurlocal.be/wp-content/uploads/2021/12/propel-advanced-disc-2-300x300.png;Racefiets;Giant Propel Advanced Disc 2;2 899,00;Efficiëntie en totale controle komen samen in deze spijlsnelle carbon aero racefiets. Met deze Giant Propel Advanced Disc ga je perfect In de aanval, in de sprint of op hoge snelheid door de bocht.
https://www.coureurlocal.be/wp-content/uploads/2022/12/devote-advanced-2-300x300.png;Gravel, Cross, Adventure;Liv Devote Advanced 2;2 899,00;De Liv Devote, met zijn gestroomlijnd uiterlijk en comfort, heeft precies wat nodig is om je avontuurlijke wensen te bewerkstelligen.
https://www.coureurlocal.be/wp-content/uploads/2020/03/i-mn7-sand-man-300x300.png;E-bike;QWIC Premium i MN7;2 549,00;De QWIC Premium i MN7 + heeft een luxe uitstraling met een volledig in het frame geïntegreerde accu. Verder is deze design fiets uitgevoerd met een krachtige middenmotor  met rotatie- en krachtsensor. Uniek aan de Premium i MN7+ is het nieuwe full colour LCD display. De e-bike is verkrijgbaar in verschillende maten.
https://www.coureurlocal.be/wp-content/uploads/2020/03/i-mn7-300x300.png;E-bike;QWIC Premium i MN7;2 549,00;De QWIC Premium i MN7 + heeft een luxe uitstraling met een volledig in het frame geïntegreerde accu. Verder is deze design fiets uitgevoerd met een krachtige middenmotor  met rotatie- en krachtsensor. Uniek aan de Premium i MN7+ is het nieuwe full colour LCD display. De e-bike is verkrijgbaar in verschillende maten.
https://www.coureurlocal.be/wp-content/uploads/2019/12/PREMIUM-i-MD9-heer-300x300.png;E-bike;QWIC Premium i MD9;2 549,00;Binnen de QWIC Premium i Serie is de accu prachtig weggewerkt binnen het frame, waardoor deze haast niet meer zichtbaar is. Deze volledige integratie in het frame zorgt voor een betere gewichtsverdeling van de e-bike. De Premium i MD9 heeft de alom geprezen Bafang M300 middenmotor.
https://www.coureurlocal.be/wp-content/uploads/2019/12/PREMIUM-i-MD9-300x300.png;E-bike;QWIC Premium i MD9;2 549,00;Binnen de QWIC Premium i Serie is de accu prachtig weggewerkt binnen het frame, waardoor deze haast niet meer zichtbaar is. Deze volledige integratie in het frame zorgt voor een betere gewichtsverdeling van de e-bike. De Premium i MD9 heeft de alom geprezen Bafang M300 middenmotor.
https://www.coureurlocal.be/wp-content/uploads/2019/02/compact-mn7-300x300.png;E-bike;QWIC Compact MN7 Plooifiets;2 599,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/01/entour-E0-dame-300x300.png;E-bike;Giant Entour E+ 0;2 499,00;Langdurige ondersteuning en smart assist-technologie maken de nieuwe Giant Entour onweerstaanbaar. Fiets met comfort, gemak en stijl naar je werk, om boodschappen of gewoon eropuit om te genieten.
https://www.coureurlocal.be/wp-content/uploads/2022/01/entour-E-0-heer-300x300.png;E-bike;Giant Entour E+ 0;2 499,00;Langdurige ondersteuning en smart assist-technologie maken de nieuwe Giant Entour onweerstaanbaar. Fiets met comfort, gemak en stijl naar je werk, om boodschappen of gewoon eropuit om te genieten.
https://www.coureurlocal.be/wp-content/uploads/2019/02/achielle-alfons-300x300.jpg;E-bike;Achielle Alfons;2 749,00;In tegenstelling tot de rest van het gamma van Achielle is de Alfons een e-bike met een vaste configuratie, beschikbaar in een beperkt aantal kleuren (Mat Zwart, Turquoise, Crèmebeige, Olijfgrijs, Staalgrijs).
https://www.coureurlocal.be/wp-content/uploads/2022/01/entour-E0-dame-300x300.png;E-bike;Giant Entour E+ 0 Dash;2 399,00;Langdurige ondersteuning en smart assist-technologie maken de nieuwe Giant Entour onweerstaanbaar. Fiets met comfort, gemak en stijl naar je werk, om boodschappen of gewoon eropuit om te genieten.
https://www.coureurlocal.be/wp-content/uploads/2022/01/entour-E-0-heer-300x300.png;E-bike;Giant Entour E+ 0 Dash;2 399,00;Langdurige ondersteuning en smart assist-technologie maken de nieuwe Giant Entour onweerstaanbaar. Fiets met comfort, gemak en stijl naar je werk, om boodschappen of gewoon eropuit om te genieten.
https://www.coureurlocal.be/wp-content/uploads/2021/11/xtc-advanced-29-2-300x300.png;Mountainbike;Giant XTC Advanced 29 2;2 699,00;Deze lichtgewicht carbon hardtail is een geweldige keuze voor razendsnelle XC ritten. Deze Giant XTC Advanced zorgt voor een responsieve rijkwaliteit en maximale efficiëntie op snelle, flowy singletracks.
https://www.coureurlocal.be/wp-content/uploads/2021/12/revolt-advanced-3-carbon-300x300.png;Gravel, Cross, Adventure;Giant Revolt Advanced 3;2 599,00;Waar je ook wilt rijden, deze gravelbike kan het allemaal aan! De Giant Revolt Advanced is functioneler dan ooit dankzij zijn nieuwe carbon frameset en verstelbare wielbasis.
https://www.coureurlocal.be/wp-content/uploads/2022/01/entour-E-1-heer-blue-antracite-300x300.png;E-bike;Giant Entour E+ 1;2 249,00;Langdurige ondersteuning en smart assist-technologie maken de nieuwe Giant Entour onweerstaanbaar. Fiets met comfort, gemak en stijl naar je werk, om boodschappen of gewoon eropuit om te genieten.
https://www.coureurlocal.be/wp-content/uploads/2022/01/entour-E-1-dame-oceon-storm-300x300.png;E-bike;Giant Entour E+ 1;2 249,00;Langdurige ondersteuning en smart assist-technologie maken de nieuwe Giant Entour onweerstaanbaar. Fiets met comfort, gemak en stijl naar je werk, om boodschappen of gewoon eropuit om te genieten.
https://www.coureurlocal.be/wp-content/uploads/2021/12/avail-advanced-2-300x300.png;Racefiets;Liv Avail Advanced 2;2 549,00;De Liv Avail Advanced is licht, comfortabel en specifiek ontworpen voor dames.
https://www.coureurlocal.be/wp-content/uploads/2021/12/langma-advanced-disc-2-300x300.png;Racefiets;Liv Langma Advanced disc 2;2 549,00;De Liv Langma Advanced Disc heeft een nieuw ontworpen lichtgewicht aerodynamisch frame en geïntegreerde schijfremmen, plus specifiek Liv zadel en stuur voor een optimale pasvorm en krachtige prestaties.
https://www.coureurlocal.be/wp-content/uploads/2021/11/defy-advanced-2-300x300.png;Racefiets;Giant Defy Advanced 2;2 549,00;Deze soepelrijdende endurance racefiets is speciaal gebouwd om jou comfortabel te laten rijden tijdens langeafstandsritten op alle soorten wegen. De Giant Defy Advanced is licht, efficiënt en supersnel.
https://www.coureurlocal.be/wp-content/uploads/2022/12/tcr-advanced-disc-2-300x300.png;Racefiets;Giant TCR Advanced Disc 2;2 549,00;Trainen, koersen, tot het uiterste gaan. Of je nu demarreert of alles geeft om je persoonlijke records te verbeteren, de nieuwe Giant TCR Advanced Disc is de ideale fiets.
https://www.coureurlocal.be/wp-content/uploads/2023/01/Raleigh-Jersey-7-300x300.png;E-bike;Raleigh Jersey 7;2 549,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/11/talon-E-2-300x300.png;E-Mountainbike;Giant Talon E+ 2;2 499,00;Deze uitgebalanceerde en straksturende Giant Talon E+ geeft je een soepele zet in de rug en totale controle zodat je meer plezier hebt en je offroad-mogelijkheden aanzienlijk kunt uitbreiden.
https://www.coureurlocal.be/wp-content/uploads/2023/01/entour-E-2-dames-300x300.png;E-bike;Giant Entour E+ 2;2 149,00;Langdurige ondersteuning en smart assist-technologie maken de nieuwe Giant Entour onweerstaanbaar. Fiets met comfort, gemak en stijl naar je werk, om boodschappen of gewoon eropuit om te genieten.
https://www.coureurlocal.be/wp-content/uploads/2022/01/entour-E-2-heer-300x300.png;E-bike;Giant Entour E+ 2;2 149,00;Langdurige ondersteuning en smart assist-technologie maken de nieuwe Giant Entour onweerstaanbaar. Fiets met comfort, gemak en stijl naar je werk, om boodschappen of gewoon eropuit om te genieten.
https://www.coureurlocal.be/wp-content/uploads/2019/02/urban-rd9-grijs-dame-300x300.png;E-bike;QWIC Urban RD9;2 099,00;De QWIC Urban RD9 is uitgerust met een derailleurversnelling. Het is een hele sportieve en wendbare e-bike met zeer krachtige achterwielmotor.
https://www.coureurlocal.be/wp-content/uploads/2021/12/tempt-E2-300x300.png;E-Mountainbike;Liv Tempt E+ 2;2 399,00;De Liv Tempt E+ is compleet uitgerust met een 100 mm geveerde voorvork, hydraulische schijfremmen en een stevige ondersteuning die zelfs heuvelop een grote glimlach op je gezicht tovert. De zeer betrouwbare EnergyPak 500 Wh accu heeft een gemiddeld bereik van 120 km wat kan oplopen tot maximaal 180 km.
https://www.coureurlocal.be/wp-content/uploads/2019/01/bakfiets-troy-elektrisch-zwart-bruin-300x300.jpg;E-bike;Bakfiets elektrisch Troy;2 249,00;Stalen frame met houten bak voorzien van 4 zitplaatsen (2 bankjes) met bijhorende veiligheidsgordels om kindjes vast te zetten (4 sets). Ook verkrijgbaar in elektrische versie.
https://www.coureurlocal.be/wp-content/uploads/2021/11/xtc-advanced-29-3-300x300.png;Mountainbike;Giant XTC Advanced 29 3;2 399,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/12/Revolt-0-300x300.png;Gravel, Cross, Adventure;Giant Revolt 0;1 899,00;Neem wegen, gravelpaden en modderstroken met deze gloednieuwe allrounder. De carbon voorvork van de Giant Revolt zorgt voor een soepele rit. Met de flip chip kan je de wielbasis aanpassen en ruimte maken voor bredere banden.
https://www.coureurlocal.be/wp-content/uploads/2022/12/contend-sl-disc-1-300x300.png;Racefiets;Giant Contend SL Disc 1;1 849,00;De Giant Contend AR is een veelzijdige allrounder. Met zijn uitgebalanceerde, soepele frame en componenten, krachtige schijfremmen en tubeless banden gaat de Contend AR met vertrouwen en controle van een snel wegdek naar hobbelige weggetjes.
https://www.coureurlocal.be/wp-content/uploads/2021/12/avail-ar-1-300x300.png;Racefiets;Liv Avail AR 1;1 799,00;De Liv Avail AR is soepel op vlak van terrein, kwiek op beklimmingen en zelfverzekerd in afdalingen.
https://www.coureurlocal.be/wp-content/uploads/2021/12/contend-ar1-300x300.png;Racefiets;Giant Contend AR 1;1 799,00;De Giant Contend AR is een veelzijdige allrounder. Met zijn uitgebalanceerde, soepele frame en componenten, krachtige schijfremmen en tubeless banden gaat de Contend AR met vertrouwen en controle van een snel wegdek naar hobbelige weggetjes.
https://www.coureurlocal.be/wp-content/uploads/2021/12/fastroad-advanced-2-300x300.png;Stads-, Toerfietsen;Giant Fastroad Advanced 2;1 799,00;Comfortabel, snel en lichtgewicht. De Giant FastRoad Advanced is perfect voor snelle ritten op fietspaden, stadsstraten en alle soorten wegen.
https://www.coureurlocal.be/wp-content/uploads/2022/12/fathom-29-1-300x300.png;Mountainbike;Giant Fathom 29 1;1 799,00;De Giant Fathom 29 heeft een ALUXX SL aluminium frame met een vernieuwde geometrie die zorgt voor een stabiel rijgedrag op uitdagende trails. Het frame is geoptimaliseerd voor een 130 mm geveerde voorvork om je efficiënt te laten klimmen en totale controle te geven op de afdalingen.
https://www.coureurlocal.be/wp-content/uploads/2022/12/Revolt-1-300x300.png;Gravel, Cross, Adventure;Giant Revolt 1;1 699,00;Neem wegen, gravelpaden en modderstroken met deze gloednieuwe allrounder. De carbon voorvork van de Giant Revolt zorgt voor een soepele rit. Met de flip chip kan je de wielbasis aanpassen en ruimte maken voor bredere banden.
https://www.coureurlocal.be/wp-content/uploads/2022/12/devote-1-300x300.png;Gravel, Cross, Adventure;Liv Devote 1;1 699,00;De Liv Devote heeft, met zijn gestroomlijnd uiterlijk en comfort, precies wat nodig is om je avontuurlijke wensen te versterken.
https://www.coureurlocal.be/wp-content/uploads/2021/12/toughroad-slr-ex-300x300.png;Gravel, Cross, Adventure;Giant Toughroad SLR EX;1 649,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2021/02/achielle-oscar-300x300.png;Stads-, Toerfietsen;Achielle Oscar;1 565,00;De Achielle Oscar is een uitermate functionele fiets. Robuust, maar toch slank opgebouwd. Voor de ‘all-round’ fietser. De vrouwelijke tegenhanger is de Olivia. De Achielle Oscar is verkrijgbaar in een verschillende kleuren. Twijfel je over de kleur? Je kan alle kleuren zien bij Coureur Local.
https://www.coureurlocal.be/wp-content/uploads/2021/02/achielle-olivia-300x300.png;Stads-, Toerfietsen;Achielle Olivia;1 565,00;De Achielle Olivia is een uitermate functionele fiets. Robuust, maar toch slank opgebouwd. Voor de ‘all-round’ fietser. De mannelijke tegenhanger is de Oscar. De Achielle Olivia is verkrijgbaar in een verschillende kleuren. Twijfel je over de kleur? Je kan alle kleuren zien bij Coureur Local.
https://www.coureurlocal.be/wp-content/uploads/2022/09/xtc-slr-1-300x300.png;Mountainbike;Giant XTC SLR 29 1;1 799,00;De Giant XTC SLR is een lichtgewicht en combineert efficiëntie met een uitgebalanceerde controle: de ideale combinatie voor het leveren van XC-topprestaties! De frameset is opgebouwd uit ALUXX SLR, onze hoogste kwaliteit aluminium.
https://www.coureurlocal.be/wp-content/uploads/2022/09/xtc-slr-2-grenadine-300x300.png;Mountainbike;Giant XTC SLR 29 2;1 499,00;De Giant XTC SLR is een lichtgewicht en combineert efficiëntie met een uitgebalanceerde controle: de ideale combinatie voor het leveren van XC-topprestaties! De frameset is opgebouwd uit ALUXX SLR, onze hoogste kwaliteit aluminium.
https://www.coureurlocal.be/wp-content/uploads/2022/12/fathom-29-2-300x300.png;Mountainbike;Giant Fathom 29 2;1 499,00;De Giant Fathom 29 heeft een ALUXX SL aluminium frame met een vernieuwde geometrie die zorgt voor een stabiel rijgedrag op uitdagende trails. Het frame is geoptimaliseerd voor een 130 mm geveerde voorvork om je efficiënt te laten klimmen en totale controle te geven op de afdalingen.
https://www.coureurlocal.be/wp-content/uploads/2023/01/matisse-300x300.png;E-bike;E-vision Matisse;1 499,00;Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.
https://www.coureurlocal.be/wp-content/uploads/2022/12/Revolt-2-300x300.png;Gravel, Cross, Adventure;Giant Revolt 2;1 399,00;Neem wegen, gravelpaden en modderstroken met deze gloednieuwe allrounder. De carbon voorvork van de Giant Revolt zorgt voor een soepele rit. Met de flip chip kan je de wielbasis aanpassen en ruimte maken voor bredere banden.
